Cell Phenotype,,Cell Phenotype,0,1,Topic attribution,FCS file,Condition
N°2,454349,N°2,-1.7411337,2.1621926,0,2092.FCS,aml
N°2,395681,N°2,-2.3019419,5.5630555,0,1204.FCS,aml
N°2,388383,N°2,-1.9102763,3.2158065,0,1068.FCS,aml
N°2,474036,N°2,-1.5739707,2.8676608,0,2388.FCS,aml
N°2,315166,N°2,-1.7309699,5.1656737,0,0204.FCS,aml
N°2,363110,N°2,-1.731588,2.5102544,0,0820.FCS,aml
N°2,301926,N°2,-0.9042476,3.9075847,0,0036.FCS,aml
N°2,379409,N°2,-1.3022435,5.182979,0,0932.FCS,aml
N°2,302247,N°2,-1.2043319,4.000143,0,0036.FCS,aml
N°2,414524,N°2,-1.8800677,4.7388053,0,1620.FCS,aml
N°2,482999,N°2,-2.252411,5.294458,0,2604.FCS,aml
N°2,385816,N°2,-2.3064675,3.4705188,0,1068.FCS,aml
N°2,470928,N°2,-0.8889709,4.873145,0,2388.FCS,aml
N°2,386982,N°2,-2.3634877,4.1942754,0,1068.FCS,aml
N°2,387595,N°2,-1.95345,3.2790985,0,1068.FCS,aml
N°2,383314,N°2,-2.3554468,4.7092257,0,1068.FCS,aml
N°2,384016,N°2,-1.9911903,2.8654723,0,1068.FCS,aml
N°2,382768,N°2,-2.1837049,2.7304385,0,1068.FCS,aml
N°2,366016,N°2,-1.6058378,4.3648653,0,0820.FCS,aml
N°2,385671,N°2,-1.8217092,3.8313046,0,1068.FCS,aml
N°2,386111,N°2,-1.3991877,4.028912,0,1068.FCS,aml
N°2,385212,N°2,-1.9930444,3.9496062,0,1068.FCS,aml
N°2,248784,N°2,-0.88309854,5.0778356,0,0980.FCS,normal
N°2,334902,N°2,-1.8467528,3.7179763,0,0476.FCS,aml
N°2,470643,N°2,-0.3855797,3.243668,0,2276.FCS,aml
N°2,335959,N°2,-1.7150832,3.6815107,0,0476.FCS,aml
N°2,414522,N°2,-2.3012097,4.5009875,0,1620.FCS,aml
N°2,397152,N°2,-2.2077765,5.962336,0,1204.FCS,aml
N°2,386483,N°2,-1.1322744,3.0985894,0,1068.FCS,aml
N°2,386054,N°2,-2.2041914,3.4328578,0,1068.FCS,aml
N°2,436513,N°2,-2.018664,4.430167,0,1764.FCS,aml
N°2,384929,N°2,-0.24173425,4.049131,0,1068.FCS,aml
N°2,383489,N°2,-1.8748283,2.8381968,0,1068.FCS,aml
N°2,435798,N°2,-1.1783837,6.927671,0,1764.FCS,aml
N°2,436289,N°2,-1.828653,3.8670032,0,1764.FCS,aml
N°2,385385,N°2,-1.6647601,3.4730287,0,1068.FCS,aml
N°2,483568,N°2,-0.5793385,4.2078085,0,2604.FCS,aml
N°2,337439,N°2,-1.5886108,3.918491,0,0476.FCS,aml
N°2,379143,N°2,-1.3980287,5.481812,0,0932.FCS,aml
N°2,364837,N°2,-1.9275295,2.9000118,0,0820.FCS,aml
N°21,134228,N°21,9.6399145,1.7999197,1,1276.FCS,normal
N°21,14430,N°21,14.085693,0.25179252,1,1508.FCS,normal
N°21,91813,N°21,15.116138,2.5374794,1,1996.FCS,normal
N°21,57664,N°21,12.31881,-0.7085902,1,0588.FCS,normal
N°21,139543,N°21,13.319194,0.7871511,1,2548.FCS,normal
N°21,470820,N°21,12.445719,0.8019679,1,2276.FCS,aml
N°21,179313,N°21,12.689363,4.496979,1,2756.FCS,normal
N°21,136656,N°21,13.985434,3.3012073,1,2548.FCS,normal
N°21,32224,N°21,13.3960285,0.55515796,1,0876.FCS,normal
N°21,12305,N°21,15.785017,2.6087031,1,0316.FCS,normal
N°21,35343,N°21,12.590484,-0.4463046,1,2396.FCS,normal
N°21,53390,N°21,16.416267,2.4281602,1,0588.FCS,normal
N°21,491633,N°21,13.116064,1.9979395,1,2692.FCS,aml
N°21,142036,N°21,13.933754,3.5783992,1,2548.FCS,normal
N°21,162588,N°21,15.779384,3.2130888,1,2172.FCS,normal
N°21,269630,N°21,14.2802925,2.9925086,1,0420.FCS,normal
N°21,58308,N°21,11.904992,-0.32311037,1,0588.FCS,normal
N°21,258026,N°21,13.102373,0.7001113,1,0716.FCS,normal
N°21,220281,N°21,14.534309,0.18527111,1,1052.FCS,normal
N°21,154557,N°21,14.210992,1.9781135,1,2420.FCS,normal
N°21,151894,N°21,12.436736,-0.010946437,1,2420.FCS,normal
N°21,36633,N°21,9.632159,1.0775034,1,2396.FCS,normal
N°21,2281,N°21,9.365062,1.3384637,1,1572.FCS,normal
N°21,155890,N°21,15.612984,1.9306765,1,1108.FCS,normal
N°21,422840,N°21,12.855347,2.2070026,1,1684.FCS,aml
N°21,33164,N°21,13.234386,-0.39553264,1,2396.FCS,normal
N°21,24376,N°21,13.304659,-0.231277,1,0724.FCS,normal
N°21,320490,N°21,12.7200365,1.759158,1,0260.FCS,aml
N°21,92218,N°21,15.020084,1.6575654,1,1996.FCS,normal
N°21,44841,N°21,11.521524,-0.49073148,1,0236.FCS,normal
N°21,47050,N°21,10.330136,3.0958893,1,0100.FCS,normal
N°21,308314,N°21,13.735736,3.470859,1,0052.FCS,aml
N°21,126005,N°21,12.914044,4.0125804,1,1452.FCS,normal
N°21,178203,N°21,12.962173,5.291782,1,2756.FCS,normal
N°21,89875,N°21,9.4989,1.4185187,1,1340.FCS,normal
N°21,72915,N°21,14.345966,2.30559,1,1860.FCS,normal
N°21,71088,N°21,9.820784,2.697459,1,1860.FCS,normal
N°21,91032,N°21,11.377945,-0.82377756,1,1340.FCS,normal
N°21,202779,N°21,10.224677,3.4633737,1,2556.FCS,normal
N°21,36041,N°21,16.875347,2.2947469,1,2396.FCS,normal
N°21,199329,N°21,12.327061,5.0708895,1,2180.FCS,normal
N°21,140552,N°21,13.923108,3.187377,1,2548.FCS,normal
N°21,126186,N°21,14.1934395,2.0790873,1,1452.FCS,normal
N°21,426984,N°21,15.229621,3.5907094,1,1748.FCS,aml
N°21,236547,N°21,10.178547,4.4407024,1,1036.FCS,normal
N°21,30611,N°21,14.377419,0.058463898,1,0876.FCS,normal
N°21,47294,N°21,13.798422,2.1583402,1,0100.FCS,normal
N°21,203090,N°21,14.462171,1.2829257,1,2556.FCS,normal
N°21,159823,N°21,14.867483,0.7915494,1,1108.FCS,normal
N°21,17905,N°21,13.217126,0.17036346,1,1508.FCS,normal
N°21,93200,N°21,12.574296,3.8908975,1,1996.FCS,normal
N°21,118506,N°21,13.096015,4.4678783,1,0060.FCS,normal
N°21,87177,N°21,10.128916,1.4513654,1,1340.FCS,normal
N°21,61000,N°21,13.688279,4.6563654,1,0764.FCS,normal
N°21,54983,N°21,15.932799,1.7620775,1,0588.FCS,normal
N°21,1965,N°21,12.624732,-0.7152299,1,1572.FCS,normal
N°21,470207,N°21,12.5388565,1.8564922,1,2276.FCS,aml
N°21,236779,N°21,11.956016,-0.84328276,1,1036.FCS,normal
N°21,363331,N°21,9.216694,2.0892437,1,0820.FCS,aml
N°21,346724,N°21,15.143162,3.6605306,1,0708.FCS,aml
N°21,92747,N°21,15.617884,2.9365807,1,1996.FCS,normal
N°21,272809,N°21,9.903623,2.3970208,1,0420.FCS,normal
N°21,226353,N°21,16.804022,2.1204932,1,0028.FCS,normal
N°21,17755,N°21,14.751194,0.10565887,1,1508.FCS,normal
N°21,204908,N°21,15.619455,2.9974773,1,2556.FCS,normal
N°21,205020,N°21,16.20592,2.4229624,1,2556.FCS,normal
N°21,197178,N°21,12.218491,0.37734395,1,2180.FCS,normal
N°21,205150,N°21,12.210413,-0.36210206,1,2556.FCS,normal
N°21,71618,N°21,13.242947,4.3399606,1,1860.FCS,normal
N°21,140948,N°21,13.3671255,2.8548262,1,2548.FCS,normal
N°21,83551,N°21,16.182789,1.6095339,1,0564.FCS,normal
N°21,171363,N°21,15.498578,2.6147468,1,0692.FCS,normal
N°21,103834,N°21,13.401789,4.5968947,1,1644.FCS,normal
N°21,170293,N°21,15.027143,1.6795831,1,0692.FCS,normal
N°21,71838,N°21,13.922333,3.6852922,1,1860.FCS,normal
N°21,35889,N°21,15.529743,2.0690727,1,2396.FCS,normal
N°21,33679,N°21,13.064291,-0.36234125,1,2396.FCS,normal
N°21,36408,N°21,13.313382,2.9505928,1,2396.FCS,normal
N°21,53164,N°21,14.231109,0.6375484,1,0588.FCS,normal
N°21,179546,N°21,12.333782,4.060007,1,2756.FCS,normal
N°21,359082,N°21,14.028631,3.5179198,1,0804.FCS,aml
N°21,123536,N°21,14.025513,2.3991823,1,0060.FCS,normal
N°21,107237,N°21,14.940467,3.5467775,1,1644.FCS,normal
N°21,44907,N°21,16.676672,1.8607333,1,0236.FCS,normal
N°21,238994,N°21,12.250335,0.043941043,1,1036.FCS,normal
N°21,192167,N°21,15.094482,3.3275301,1,0540.FCS,normal
N°21,70905,N°21,12.838605,2.1672418,1,1860.FCS,normal
N°21,306515,N°21,14.449001,3.532177,1,0052.FCS,aml
N°21,109982,N°21,14.234243,3.4981759,1,1644.FCS,normal
N°21,200446,N°21,16.182219,2.5982575,1,2180.FCS,normal
N°21,408817,N°21,12.515349,3.4127226,1,1372.FCS,aml
N°21,95657,N°21,13.506235,0.5276096,1,1492.FCS,normal
N°21,124009,N°21,10.650577,3.7007875,1,0060.FCS,normal
N°21,308820,N°21,16.033503,2.3033845,1,0052.FCS,aml
N°21,155856,N°21,14.485581,3.53885,1,1108.FCS,normal
N°21,90888,N°21,10.235755,2.8482468,1,1340.FCS,normal
N°21,206413,N°21,15.032392,2.915167,1,2556.FCS,normal
N°21,52189,N°21,12.393578,0.0076582176,1,0100.FCS,normal
N°21,345051,N°21,15.001621,3.59223,1,0700.FCS,aml
N°21,69582,N°21,12.193024,2.5476077,1,1860.FCS,normal
N°21,121746,N°21,14.668134,3.6328545,1,0060.FCS,normal
N°21,252889,N°21,17.046618,1.8271161,1,0780.FCS,normal
N°21,141493,N°21,13.948973,3.9297802,1,2548.FCS,normal
N°21,359775,N°21,15.208491,1.7622668,1,0804.FCS,aml
N°21,61259,N°21,13.687986,0.58072907,1,0764.FCS,normal
N°21,218434,N°21,11.864593,-0.8527171,1,1052.FCS,normal
N°21,2534,N°21,14.985871,1.8647178,1,1572.FCS,normal
N°21,176844,N°21,13.933448,3.9220715,1,2756.FCS,normal
N°21,181687,N°21,13.547299,4.168366,1,2756.FCS,normal
N°21,198724,N°21,10.1813345,2.8351934,1,2180.FCS,normal
N°21,185404,N°21,17.039478,2.5662441,1,1260.FCS,normal
N°21,148816,N°21,12.704162,2.129204,1,2684.FCS,normal
N°21,127257,N°21,12.124055,1.194118,1,1452.FCS,normal
N°21,58187,N°21,15.70934,2.021909,1,0588.FCS,normal
N°21,32134,N°21,15.003092,1.6293907,1,0876.FCS,normal
N°21,365013,N°21,13.091187,6.2165284,1,0820.FCS,aml
N°21,137228,N°21,13.2291155,4.089327,1,2548.FCS,normal
N°21,87818,N°21,14.70152,1.8753256,1,1340.FCS,normal
N°21,261281,N°21,9.71038,1.6746627,1,0716.FCS,normal
N°21,181301,N°21,13.6431265,3.978509,1,2756.FCS,normal
N°21,36401,N°21,12.906149,0.90734553,1,2396.FCS,normal
N°21,275272,N°21,14.708879,2.4718306,1,0420.FCS,normal
N°21,282736,N°21,13.669688,0.71718353,1,1660.FCS,normal
N°21,45637,N°21,13.789227,-0.23940687,1,0236.FCS,normal
N°21,230216,N°21,14.195188,4.4017215,1,2476.FCS,normal
N°21,178541,N°21,13.507004,3.0119216,1,2756.FCS,normal
N°21,147222,N°21,13.223408,1.0867049,1,2684.FCS,normal
N°21,233447,N°21,15.819172,2.6448324,1,1036.FCS,normal
N°21,88707,N°21,15.796856,1.8299278,1,1340.FCS,normal
N°21,132837,N°21,13.561276,4.594762,1,1276.FCS,normal
N°21,179361,N°21,13.418463,3.3521912,1,2756.FCS,normal
N°21,202033,N°21,12.34526,1.0451725,1,2556.FCS,normal
N°21,290293,N°21,16.685669,1.951589,1,2772.FCS,normal
N°21,25691,N°21,13.758719,2.1927981,1,0724.FCS,normal
N°21,59961,N°21,14.905597,1.7549473,1,0588.FCS,normal
N°21,252275,N°21,14.562484,0.66408604,1,0780.FCS,normal
N°21,86547,N°21,11.364568,0.12366629,1,1340.FCS,normal
N°21,179294,N°21,13.187904,4.5493727,1,2756.FCS,normal
N°21,54371,N°21,13.1453905,0.12898223,1,0588.FCS,normal
N°21,274199,N°21,12.978594,5.594513,1,0420.FCS,normal
N°21,46459,N°21,13.585412,1.7228544,1,0100.FCS,normal
N°21,336047,N°21,12.776304,3.782421,1,0476.FCS,aml
N°21,346114,N°21,15.472607,2.2109745,1,0700.FCS,aml
N°21,119712,N°21,15.269056,3.2700877,1,0060.FCS,normal
N°21,9914,N°21,12.746445,3.8105443,1,0316.FCS,normal
N°21,375417,N°21,15.70339,2.7454665,1,0924.FCS,aml
N°21,68991,N°21,12.752057,5.40342,1,1860.FCS,normal
N°21,262365,N°21,16.526989,2.373601,1,0716.FCS,normal
N°21,304802,N°21,16.39741,2.7194414,1,0052.FCS,aml
N°21,41322,N°21,9.684965,1.3847078,1,0236.FCS,normal
N°21,142407,N°21,15.179616,1.5372589,1,2548.FCS,normal
N°21,203063,N°21,13.833267,0.42716908,1,2556.FCS,normal
N°21,201176,N°21,9.878505,2.7782824,1,2180.FCS,normal
N°21,31470,N°21,16.875061,2.0895061,1,0876.FCS,normal
N°21,164020,N°21,15.664665,1.8961087,1,2172.FCS,normal
N°21,259875,N°21,13.55686,1.2369844,1,0716.FCS,normal
N°21,238065,N°21,9.793033,3.4365728,1,1036.FCS,normal
N°21,269507,N°21,9.23764,2.127704,1,0420.FCS,normal
N°21,481825,N°21,12.137738,0.70968986,1,2508.FCS,aml
N°21,14252,N°21,17.026306,2.0327666,1,1508.FCS,normal
N°21,206474,N°21,14.727526,2.4891615,1,2556.FCS,normal
N°21,66027,N°21,12.987329,0.42176354,1,0764.FCS,normal
N°21,177057,N°21,13.8017645,4.0024385,1,2756.FCS,normal
N°21,234945,N°21,12.726973,4.562927,1,1036.FCS,normal
N°21,179054,N°21,13.623614,1.7042242,1,2756.FCS,normal
N°21,51629,N°21,13.308222,3.0760918,1,0100.FCS,normal
N°21,357992,N°21,14.336037,2.7835376,1,0804.FCS,aml
N°21,107424,N°21,13.643418,1.1602063,1,1644.FCS,normal
N°21,217566,N°21,15.094338,1.1110336,1,1052.FCS,normal
N°21,470678,N°21,13.022237,2.0543542,1,2276.FCS,aml
N°21,34903,N°21,12.583438,-0.5334572,1,2396.FCS,normal
N°21,2426,N°21,14.402185,3.2353206,1,1572.FCS,normal
N°21,199570,N°21,13.879019,2.287722,1,2180.FCS,normal
N°21,374454,N°21,15.387964,2.9056146,1,0924.FCS,aml
N°21,128383,N°21,13.276751,2.4444096,1,1452.FCS,normal
N°21,192226,N°21,12.738895,0.13791497,1,0540.FCS,normal
N°21,216029,N°21,14.3000145,0.057062905,1,1052.FCS,normal
N°21,260904,N°21,13.98463,4.487881,1,0716.FCS,normal
N°21,166612,N°21,14.270199,3.883829,1,2172.FCS,normal
N°21,132841,N°21,11.912005,-0.8970043,1,1276.FCS,normal
N°21,235346,N°21,15.635148,2.157333,1,1036.FCS,normal
N°21,36915,N°21,12.239257,-0.45160726,1,2396.FCS,normal
N°21,58998,N°21,14.885173,2.5220942,1,0588.FCS,normal
N°21,375259,N°21,13.588835,0.07242827,1,0924.FCS,aml
N°21,295286,N°21,15.327249,0.83296466,1,1700.FCS,normal
N°21,92302,N°21,12.6596,5.0123506,1,1996.FCS,normal
N°21,37383,N°21,14.604928,2.071765,1,2396.FCS,normal
N°21,32484,N°21,16.003794,2.6911497,1,2396.FCS,normal
N°21,150483,N°21,15.109842,1.0016268,1,2684.FCS,normal
N°21,72354,N°21,12.374391,3.4305687,1,1860.FCS,normal
N°21,158712,N°21,14.728831,3.3273997,1,1108.FCS,normal
N°21,151444,N°21,13.290017,4.0068746,1,2420.FCS,normal
N°21,55333,N°21,9.439316,2.3445916,1,0588.FCS,normal
N°21,195677,N°21,12.827887,2.704573,1,0540.FCS,normal
N°21,408102,N°21,9.918566,2.2299235,1,1372.FCS,aml
N°21,91278,N°21,12.429201,-0.4975838,1,1340.FCS,normal
N°21,481804,N°21,12.812273,0.8966339,1,2508.FCS,aml
N°21,32783,N°21,13.686353,1.229537,1,2396.FCS,normal
N°21,69782,N°21,13.605256,4.033846,1,1860.FCS,normal
N°21,69630,N°21,12.45953,5.6406465,1,1860.FCS,normal
N°21,179053,N°21,12.923654,4.9773993,1,2756.FCS,normal
N°21,165669,N°21,16.255274,1.8447207,1,2172.FCS,normal
N°21,304817,N°21,12.926287,2.8673441,1,0052.FCS,aml
N°21,138849,N°21,9.669571,1.945792,1,2548.FCS,normal
N°21,311485,N°21,12.198427,5.690611,1,0204.FCS,aml
N°21,216236,N°21,15.881393,1.1047077,1,1052.FCS,normal
N°21,137854,N°21,14.741548,2.5907936,1,2548.FCS,normal
N°21,95572,N°21,12.162176,-0.4547284,1,1492.FCS,normal
N°21,33762,N°21,14.240259,1.8592769,1,2396.FCS,normal
N°21,321381,N°21,15.844356,1.510006,1,0260.FCS,aml
N°21,167828,N°21,14.747504,3.0614173,1,2172.FCS,normal
N°21,284662,N°21,15.31009,3.1078582,1,1660.FCS,normal
N°21,63931,N°21,12.922186,2.692935,1,0764.FCS,normal
N°21,66092,N°21,9.784015,3.5401893,1,1860.FCS,normal
N°21,128622,N°21,13.745663,3.945752,1,1452.FCS,normal
N°21,21312,N°21,16.262583,1.7469801,1,0724.FCS,normal
N°21,49764,N°21,13.016822,2.955988,1,0100.FCS,normal
N°21,57805,N°21,13.601536,2.8912063,1,0588.FCS,normal
N°21,103831,N°21,13.636672,1.783965,1,1644.FCS,normal
N°21,274080,N°21,14.091637,2.2639527,1,0420.FCS,normal
N°21,108696,N°21,15.200813,3.5541031,1,1644.FCS,normal
N°21,348176,N°21,15.9067955,1.4486656,1,0708.FCS,aml
N°21,54406,N°21,15.258936,2.7922926,1,0588.FCS,normal
N°21,35841,N°21,16.159267,1.7313204,1,2396.FCS,normal
N°21,138232,N°21,9.887873,2.5440505,1,2548.FCS,normal
N°21,34396,N°21,15.146159,1.4119514,1,2396.FCS,normal
N°21,37597,N°21,13.081564,0.9554158,1,2396.FCS,normal
N°21,174734,N°21,13.706972,4.586522,1,0692.FCS,normal
N°21,100959,N°21,15.9499445,2.4459338,1,1532.FCS,normal
N°21,37149,N°21,15.042848,2.815551,1,2396.FCS,normal
N°21,269294,N°21,13.64131,1.2131592,1,0420.FCS,normal
N°21,207627,N°21,13.155063,-0.15273306,1,2556.FCS,normal
N°21,197917,N°21,13.783796,2.1477857,1,2180.FCS,normal
N°21,227771,N°21,9.883128,2.6012046,1,2476.FCS,normal
N°21,172199,N°21,15.635838,3.1565378,1,0692.FCS,normal
N°21,47471,N°21,11.921161,5.343334,1,0100.FCS,normal
N°21,185182,N°21,13.251785,-0.3618716,1,2812.FCS,normal
N°21,367139,N°21,12.007467,-0.14076725,1,0836.FCS,aml
N°21,167607,N°21,14.34541,3.7308998,1,2172.FCS,normal
N°21,50806,N°21,14.387995,3.4765122,1,0100.FCS,normal
N°21,50035,N°21,9.836412,2.8539884,1,0100.FCS,normal
N°21,162886,N°21,14.805396,2.9571292,1,2172.FCS,normal
N°21,141545,N°21,15.082597,1.6739,1,2548.FCS,normal
N°21,61097,N°21,13.413146,3.9604015,1,0764.FCS,normal
N°21,125548,N°21,12.649555,4.468974,1,1452.FCS,normal
N°21,43184,N°21,16.607157,2.183693,1,0236.FCS,normal
N°21,72772,N°21,13.749119,2.4606144,1,1860.FCS,normal
N°21,90013,N°21,13.991479,3.5850859,1,1340.FCS,normal
N°21,55965,N°21,15.000835,2.9786892,1,0588.FCS,normal
N°21,162454,N°21,14.185138,2.7443867,1,2172.FCS,normal
N°21,308348,N°21,13.763019,1.5167439,1,0052.FCS,aml
N°21,343236,N°21,12.881337,1.6527009,1,0700.FCS,aml
N°21,54644,N°21,14.75741,1.7843097,1,0588.FCS,normal
N°21,272790,N°21,14.349066,1.0123994,1,0420.FCS,normal
N°21,259231,N°21,13.523894,1.7759339,1,0716.FCS,normal
N°21,75381,N°21,12.496549,2.47695,1,1788.FCS,normal
N°21,479767,N°21,12.31798,1.6462234,1,2508.FCS,aml
N°21,70059,N°21,11.934189,0.65211195,1,1860.FCS,normal
N°21,152742,N°21,9.596978,1.7568605,1,2420.FCS,normal
N°21,141617,N°21,14.405606,3.773207,1,2548.FCS,normal
N°21,436083,N°21,15.013009,2.840896,1,1764.FCS,aml
N°21,347164,N°21,12.643089,2.5073586,1,0708.FCS,aml
N°21,365032,N°21,9.3854685,2.5003195,1,0820.FCS,aml
N°21,153309,N°21,12.1243105,0.98780954,1,2420.FCS,normal
N°21,42924,N°21,10.091541,2.626741,1,0236.FCS,normal
N°21,314161,N°21,12.337027,0.83236474,1,0204.FCS,aml
N°21,3882,N°21,12.066028,-0.949,1,1572.FCS,normal
N°21,10685,N°21,15.838079,1.6197747,1,0316.FCS,normal
N°21,2309,N°21,12.923112,-0.34277385,1,1572.FCS,normal
N°21,89524,N°21,10.020188,1.5595124,1,1340.FCS,normal
N°21,422114,N°21,13.846506,2.9720626,1,1684.FCS,aml
N°21,56934,N°21,14.475686,3.2206028,1,0588.FCS,normal
N°21,162611,N°21,15.082776,3.152048,1,2172.FCS,normal
N°21,237366,N°21,14.567518,2.308105,1,1036.FCS,normal
N°21,372315,N°21,11.915233,-0.773501,1,0924.FCS,aml
N°21,348598,N°21,12.994872,1.8788906,1,0708.FCS,aml
N°21,195865,N°21,15.927439,1.5736127,1,0540.FCS,normal
N°21,7695,N°21,15.241458,2.3182006,1,0316.FCS,normal
N°21,373642,N°21,12.736561,1.3806078,1,0924.FCS,aml
N°21,449868,N°21,12.935429,4.840669,1,1908.FCS,aml
N°21,66313,N°21,12.784478,3.8004272,1,1860.FCS,normal
N°21,47590,N°21,14.4988575,3.7487056,1,0100.FCS,normal
N°21,91237,N°21,13.402915,4.047013,1,1340.FCS,normal
N°21,147543,N°21,15.343747,1.2562261,1,2684.FCS,normal
N°21,422905,N°21,12.270422,0.4508382,1,1684.FCS,aml
N°21,138458,N°21,15.005453,1.7855078,1,2548.FCS,normal
N°21,90199,N°21,14.584942,1.4585469,1,1340.FCS,normal
N°21,368568,N°21,12.576913,3.3149717,1,0836.FCS,aml
N°21,12634,N°21,13.80886,0.24277498,1,0316.FCS,normal
N°21,260130,N°21,14.110631,3.2251203,1,0716.FCS,normal
N°21,106330,N°21,12.386943,0.4081749,1,1644.FCS,normal
N°21,55565,N°21,13.680487,2.6111412,1,0588.FCS,normal
N°21,156768,N°21,16.143724,1.515361,1,1108.FCS,normal
N°21,280962,N°21,10.531148,3.1798582,1,1660.FCS,normal
N°21,89935,N°21,15.051842,2.0171733,1,1340.FCS,normal
N°21,72578,N°21,12.139545,2.6316864,1,1860.FCS,normal
N°21,198134,N°21,12.536096,5.880669,1,2180.FCS,normal
N°21,179588,N°21,12.838516,1.5287335,1,2756.FCS,normal
N°21,205583,N°21,13.560233,0.56419003,1,2556.FCS,normal
N°21,51024,N°21,15.023313,3.1098964,1,0100.FCS,normal
N°21,35090,N°21,13.790541,1.7939137,1,2396.FCS,normal
N°21,102682,N°21,10.311438,1.4618732,1,1644.FCS,normal
N°21,59459,N°21,12.444108,0.5837222,1,0588.FCS,normal
N°21,49753,N°21,13.306066,2.2783537,1,0100.FCS,normal
N°21,90684,N°21,13.364572,0.79398376,1,1340.FCS,normal
N°21,219374,N°21,12.0847845,-0.83855695,1,1052.FCS,normal
N°21,182160,N°21,13.804592,2.9646387,1,2812.FCS,normal
N°21,118346,N°21,14.249796,2.7495098,1,0060.FCS,normal
N°21,336869,N°21,9.658642,0.78597337,1,0476.FCS,aml
N°21,110337,N°21,16.382435,2.5136018,1,1644.FCS,normal
N°21,90889,N°21,14.077584,2.0288727,1,1340.FCS,normal
N°21,361789,N°21,14.439127,1.7369732,1,0804.FCS,aml
N°21,265617,N°21,9.723696,3.0148852,1,0428.FCS,normal
N°21,192257,N°21,9.82448,1.0935551,1,0540.FCS,normal
N°21,315733,N°21,10.696238,4.5079103,1,0204.FCS,aml
N°21,310634,N°21,12.384019,2.3268373,1,0204.FCS,aml
N°21,51007,N°21,9.617859,1.8593229,1,0100.FCS,normal
N°21,283089,N°21,13.09525,0.42397755,1,1660.FCS,normal
N°21,129344,N°21,12.594415,3.8217754,1,1452.FCS,normal
N°21,35585,N°21,15.644456,1.8726585,1,2396.FCS,normal
N°21,251483,N°21,14.208492,-0.16394745,1,0780.FCS,normal
N°21,126392,N°21,12.715105,4.2125835,1,1452.FCS,normal
N°21,160323,N°21,12.150616,-0.57338935,1,1108.FCS,normal
N°21,37963,N°21,9.54803,1.2034049,1,2396.FCS,normal
N°21,177300,N°21,13.185372,4.894761,1,2756.FCS,normal
N°21,177777,N°21,13.95996,2.1543686,1,2756.FCS,normal
N°21,14749,N°21,9.614075,2.8489575,1,1508.FCS,normal
N°21,336850,N°21,12.287894,5.669735,1,0476.FCS,aml
N°21,48141,N°21,12.744859,1.8423374,1,0100.FCS,normal
N°21,128813,N°21,13.805385,1.4448948,1,1452.FCS,normal
N°21,63035,N°21,14.685619,0.70892155,1,0764.FCS,normal
N°21,68962,N°21,14.199063,2.9504051,1,1860.FCS,normal
N°21,271570,N°21,13.725974,4.354143,1,0420.FCS,normal
N°21,474308,N°21,13.646723,3.7917464,1,2388.FCS,aml
N°21,140082,N°21,10.187288,4.965921,1,2548.FCS,normal
N°21,147652,N°21,13.651655,0.9487405,1,2684.FCS,normal
N°21,234692,N°21,15.506421,2.8627834,1,1036.FCS,normal
N°21,168832,N°21,14.989771,2.146326,1,2172.FCS,normal
N°21,70511,N°21,10.193705,4.6222906,1,1860.FCS,normal
N°21,140738,N°21,13.517591,2.3796313,1,2548.FCS,normal
N°21,124484,N°21,12.194234,0.7318644,1,1452.FCS,normal
N°21,264826,N°21,14.436648,0.99182004,1,0428.FCS,normal
N°21,495757,N°21,14.02016,0.21386251,1,2748.FCS,aml
N°21,230385,N°21,13.149087,3.9760644,1,2476.FCS,normal
N°21,217353,N°21,14.223098,0.056882948,1,1052.FCS,normal
N°21,337567,N°21,12.6074505,5.4414735,1,0476.FCS,aml
N°21,70503,N°21,12.627937,4.7351108,1,1860.FCS,normal
N°21,56193,N°21,9.680121,0.8308983,1,0588.FCS,normal
N°21,21186,N°21,13.458895,3.8659291,1,0724.FCS,normal
N°21,203131,N°21,14.402906,2.8508623,1,2556.FCS,normal
N°21,374460,N°21,13.038358,2.1330483,1,0924.FCS,aml
N°21,81917,N°21,9.675602,3.0713952,1,0564.FCS,normal
N°21,19104,N°21,15.458796,0.5551262,1,1508.FCS,normal
N°21,274112,N°21,12.653708,5.10745,1,0420.FCS,normal
N°21,139690,N°21,12.716237,0.29620096,1,2548.FCS,normal
N°21,68055,N°21,12.490886,3.0846288,1,1860.FCS,normal
N°21,53019,N°21,12.112506,-0.47645235,1,0100.FCS,normal
N°21,163872,N°21,14.568034,2.8861983,1,2172.FCS,normal
N°21,41738,N°21,15.252654,0.86155325,1,0236.FCS,normal
N°21,119342,N°21,14.715643,1.5654866,1,0060.FCS,normal
N°21,274586,N°21,14.855947,1.5444174,1,0420.FCS,normal
N°21,87073,N°21,11.848363,-0.7085518,1,1340.FCS,normal
N°21,139896,N°21,13.254254,4.2128696,1,2548.FCS,normal
N°21,69671,N°21,15.520304,2.5847418,1,1860.FCS,normal
N°21,160734,N°21,14.227199,2.3442001,1,1108.FCS,normal
N°21,32135,N°21,15.376893,2.4848797,1,0876.FCS,normal
N°21,44204,N°21,15.830278,1.8377646,1,0236.FCS,normal
N°21,115021,N°21,12.549297,0.4152762,1,0396.FCS,normal
N°21,64770,N°21,13.891525,4.156408,1,0764.FCS,normal
